,_id,category,product_type,product_name,avg_rating,review_text,word_count,star_rating,author_name,review_date
0,5f99254dde30145801186bdb,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,you can easily download a PDF online product arrived with a faulty controller the up action on the left joystick was non functional this is the most used of all since it moves your character forward so no big deal I contacted the seller and a new one was shipped in 3 days flat and the machine as for a lil light scratches on the glossy part on top is perfect it is silent when running and didn't overheat even after left running for three days straight also it remained silent the gears on the door work perfect and unit is in very good condition did have some mild dust build up in the units many cooling vents this is another good feature it's loaded with cooling vents it's evident  a lot of emphasis was put into this as I was saying cooling vents had a mild build up of dust which I quickly eliminated with a long brissell soft paint brush only use a soft paint brush for this and do it periodically as heat is the enemy of all electronics I use to keep the top cover off my XBOX 360 which still works perfectly but back to this unit it is a very good unit in next to new condition worth the money,216,5.0,mikwoodbridg0,"Jan 17, 2017"
1,5f992553de30145801186bdc,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,"ipe, aside from the two tone, was just how gross it was. I mean gross. A part of refurb means, to me at least, includes replacing thermal compound. Judging by the amount of crud inside the box and on the heatsink, it hasn't been touched by human since 2015.I don't know how you swap the external case, and not at minimum wipe the dust off. Really disappointing. I'm using it as a roku replacement so I expect it will fill the gap, but still.",84,3.0,chrome_finch,"Oct 06, 2019"
2,5f992559de30145801186bdd,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,"(relative to the millions built) bad ones.In all fairness, Microsoft shipped me a new one a couple days later, and I didn't have to send mine back first (I shipped the defective one in the box they sent theirs in).  So I can't complain too much.Besides the disc drive issue, the console is a superb machine.  The Kinect finally becomes decent for everyday use (if you watch Netflix, Amazon Prime, Hulu, whatever -- saying ""Xbox Pause"" is a lot easier than waiting for the controller to turn back on, then pausing), actually works in an apartment, and the console is quiet as a mouse.  After playing Battlefield 4 for a good 7 hours, still didn't hear anything.The One can also integrate with your cable setup - I have FIOS, so this worked alright, though it takes a little bit to setup.  Apparently the console can also control volume on the TV depending on the model/manufacturer, but it didn't work with mine (LG 42PT350).  Verizon is supposed to be coming out with an app that works better, but for now, the whole setup works alright.  Did I buy it for that?  No, but it could be interesting, if it becomes a little of a hassle to do.I would only tell people to wait if the admittedly pathetic lineup of launch games doesn't interest you (I was really looking forward to Watch Dogs being a launch game - darn).  Killer Instinct was loads of fun, though only getting one character is a shame.So, all-in-all, a great console.  Just needs a more diverse lineup to show its stuff.",265,4.0,qgerlach2004,"Dec 02, 2013"
3,5f99255fde30145801186bde,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,"sed this review off of previous experience with older models of the x box and the features that are offered.  My source from which I was able to test one, bought one of these first hand so I was able to gain access to play, as the overbearing price for this console is staggering I was unable to afford one for myself.Everything has changed from the older generation X box so it was a bit getting used to, from the new user interface to  the controller and everything in between, it has been completely reworked to support the new age of gaming. I think the only thing that has not changed is the same old black box look that so many already have sitting on their shelves but other than that, it has a new very sharp design. The disc tray seems sturdier than previous models and works flawlessly. The hardware throughout the X box one has been updated to withstand the new memory requirements to play modern games and I must say it runs seamlessly compared to the older model 360s that are quickly become outdated. The new updated system is very quiet it can barely be heard even when the room is quiet. The new controllers are actually one of the best additions to the new X box system. They are of much better quality and the sensitivity of the controls has greatly improved over the last models adding to the overall gaming experience as control over the game has become increasingly more important with the competitive online gaming. The thumb sticks are super grippy and the shape fits hands a bit better allowing for longer and more comfortable game play. I would say the quality of the headset that comes with the new X box system is rather poor and could use some work. There is no head adjustment on the headset it is just one solid piece of flimsy plastic, something that was obviously meant to be upgraded if you are a serious gamer.The new Kinect system is quite wonderful for several reasons, one being that you no longer have to enter the long QR codes to get downloaded content. Now all you have to do is hold the code up for the kinetic to see and it is instantly entered, no more entering ridiculously long codes for content. The voice commands are fun to use and play with, what is better than giving voice commands to your gaming system. The Kinect works quite well in loud rooms as well as the commands for the X box it has not once had a hard time picking up the voice commands it needs. The power unit for the new system has been left outside of the box much like the older generation 360s which is a plus considering the heat they put off, this will greatly improve the overall life of the X box. Microsoft has included a nice 4k HDMI cord given this is the most modern way to get the quality we want out of our picture, something no previously included in the purchase of an X box system. The actually box is quite study and feels like the time and effort was put into making it that way , as we all know these things all hit the floor at some point in their lives.My overall generally impression of the new X Box one is good, I believe Microsoft has made another great product to compete with other gaming systems like the ps4. I enjoyed the gaming experience and was fully involved while I was playing and this I think is the best new feature added to current models",614,4.0,nmcc6331,"Dec 13, 2013"
4,5f992565de30145801186bdf,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,"ps you the new console as soon as you call, before you even send them your defective one, as well as including a $60 dollar game of your choice.As someone who had a broken 360 last gen, I went with MS again this go round because they took care of me last time and from what I have seen they are doing so again. Great games are coming in the future and I am nothing but pleased with my purchase so far. It will be quite a while before the first price drop so if you don't want to wait a year for it, bite the bullet and get one now. If you can wait the year to save about 100 dollars, more power too you. Either way, I'm happy with my system so far, and if you liked the 360, you probably will too.See you guys online!",148,4.0,minitorr,"Dec 02, 2013"
5,5f99256cde30145801186be0,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,"lk about the good and bad things that I have noticed so far:Kinect:My first impression is that it is much larger than the original Kinect. The picture quality seems on par with my Samsung Smart TV camera, although it's nice that I can be much closer to the TV and still be seen. At first it wouldn't work with any games (for gestures). I had to go into the configuration settings several times before it finally pointed out that it couldn't identify my floor (I have very dark carpet). It allowed me to adjust where my floor was (by raising and lowering a virtual floor image) and then it worked. Movement is working ok at this point. Voice control is very hit and miss. I usually have to speak commands at least twice to get it to respond to my voice.Controller:The new controller is also a little bit disappointing. It connects and responds just fine. It feels a little smaller in my hands than the 360 controller did. It definitely feels cheaper as well. The plastic that makes up the body of the controller is noticeably thinner and feels much less substantial. The D-Pad is definitely more responsive, but has a loud annoying click when you press the buttons. Other than that, it works as expected.Performance:I'd have to say at this point that I'm really not getting a ""next-gen"" vibe from this console. Yes, the interface is different, but they could have done this with an update to the existing 360.Bottom Line:The Bottom Line is that this console was clearly rushed out before it was ready. There is very little content, and essential content is not there. There are no little inexpensive games to fill the gaps. There are no demos to get a better idea of what this console can really do. The Kinect has yet to prove that its vastly superior to the original Kinect, and the controller feels a bit like a step back compared to the 360 controller.A solid system; I definitely do not regret my purchase. 4.5 stars.",343,5.0,hoadncom,"Jan 24, 2014"
6,5f992571de30145801186be1,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,", watch TV (Football usually) even while playing a game, and using Xbox fitness to get in shape while having fun. That's generally speaking; now let’s get into more detail.[Downloading] So the first thing right off the bat that you will notice is having to download many things including the update, apps, and video games to the hard drive. Luckily my internet speed is above average and I was able to download the update within 8 minutes, but the game downloads take closer to 25 minutes due to size. Fortunately the Xbox allows you to start playing once the game is half way done downloading, but not all features are ready by that point. Considering that you will not be downloading multitudes of games at once except for the very first time, it is not too much of a hassle. You can explore other features of the Xbox while you wait. 4.5/5[Graphics] Whoa whoa.. whoa.. whoa.... whoa.... Louis this ain't my Batman cup.Alright but seriously, the graphics have blown my mind into a million little pixels of mixtures of RGB colors that create a satisfying sensation in my brain that increase my levels of serotonin. In translation, THESE GRAPHICS ARE FREAKING AWESOME! I currently own Madden, FIFA, and Battlefield. Battlefield showed an amazing difference in graphics that left my jaw dropping to the floor. The details in every inch, the vivid and accurate colors, the mass destruction, all brought the battlefield to life. Given that Battlefield is along with the very first Xbox one games, the road ahead is very long and the capabilities the Xbox has is sometimes hard to believe what is possible in the future. There is not much difference between the graphics of PS4 and Xbox one so that should not make you choose one or the other. But compared to the last generation, this is a huge improvement that is worth the money just for the graphics. 4.9/5[Features] Well this is where the Xbox goes passed the PS4. Some things like Netflix and Amazon video are still there, it is the things like the ability to Skype, watch cable TV, do Xbox Fitness, and watch NFL games, and using snap, that really had me go towards the Xbox. There is almost no lag when watching TV through the Xbox which is something that was very well done. But the main feature that I find the most helpful is Xbox Fitness. There are not as many workouts as I had hoped but I think as time goes on they will continue to integrate more videos to work with the Fitness app. I was very surprised with how well the kinect was able to register my body movements. It was very fun how they would set a multiplier for doing to the move correctly and setting challenges in order to get achievements. This really makes exercising fun, which is something I REALLY need. The snap feature was also one of my favorites. I am able to play video games while another family member can be watching some TV, kind of like a PIP. A lot can be done with the Xbox, and I'm expecting many more apps to come out.  4.7/5[Controller] Xbox 360 had the best controller by far. There was nothing better that I could ask for. Guess what, it got better. Xbox has been making a big deal out of the D-pad. It is true that it functions much better, but it wasn't worth making such a big deal about. The Bumpers on the controller are a little bit annoying",594,5.0,payaamt,"Dec 31, 2013"
7,5f992578de30145801186be2,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,"ly easy to maneuver through all of its many assets. This is my first time every owning any kind of console-related camera but I must say the kinect really blew me away. Not only does voice command make things even more effortless but it also has gesture commands. As if that wasnt enough, if you add the microsoft smartglass app on your mobile devices it is almost the same as having another remote. It integrates as a remote seamlessly. There is just so much this system has to offer and I feel like I have only scratched the surface. The ONLY setback I found so far is that if you choose to hook up your cable box to the One in order to use the snap feature, you then in turn cannot watch cable without the One being on. That isnt as big a problem as you think since the power brick has a fan in it and the console has both top and side vents(Microsoft finally learned their lesson with overheating). Aside from that I have absolutely no complaints with the system at all! Its a must have!!!",189,5.0,705058365@deleted,"Jul 08, 2014"
8,5f99257ede30145801186be3,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5," the Kinect 2.0. Other than that, it feels like I'm simply upgrading from a Slim elite 360 to a newer version of one.Don't get me wrong, it's great and all. It gets the job done. But I feel like with this console, Microsoft was more focused on home theater usage rather than a gaming console. It's kind of shame. Not to mention the lack of innovative games... Though I have high hopes for the games to come.Don't let me down now, Microsoft.",82,4.0,mrjunktrunk,"Mar 29, 2015"
9,5f992584de30145801186be4,Video Games & Consoles,Video Game Consoles,Microsoft Xbox One Day One Edition 500GB Black Console,4.5,g but interested to get one as sample because could not afford right now due that iam studying and in my free time i love to have as activity as xbox one gaming but cant play at friends pc because he is not all the timebut sir if you can send me this item as free sample so i would really like to have one as my dream please it would be my dream come true to have one free sample of this bundle which is my dreami would be very great ful and happy because iam student cannot afford one xbox one,103,5.0,saboochaudr-0,"Jul 25, 2018"
